OBJECTID,OA11CD,LAD11CD,LAD16CD,LAD16NM,Shape__Are,Shape__Len,area_km2,den_calc,All Ages,LSOA11CD,OBJECTID_2,LSOA11CD_2,LSOA11NM,BNG_E,BNG_N,LONG_,LAT,Shape_Leng,Shape__A_1,Shape__L_1,Broadband,Demography,Deprivatio,DERI score,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,LSOA11CD_3,LSOA11NM_2,layer,path,IUCSHP_ID,IUCLSOA11_,IUCLSOA1_1,IUCGRP_CD,IUCGRP_LAB,LSOA11CD_1,Shape__A_2,Shape__L_2
"72995",E00075301,E06000025,E06000025,South Gloucestershire,117525.206138611014467,1686.569821288140020,0.1193946987,2412.000,"318",E01014897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","5254",E01014897,South Gloucestershire 022A,"3",e-Veterans,,,
"72996",E00075302,E06000025,E06000025,South Gloucestershire,64604.914554595903610,1533.088471812629905,0.0681030936,4831.000,"311",E01014903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12243",E01014903,South Gloucestershire 020C,"5",e-Rational Utilitarians,,,
"72997",E00075303,E06000025,E06000025,South Gloucestershire,80029.742668151899124,2184.574957172159884,0.0833874631,3418.000,"274",E01014903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12243",E01014903,South Gloucestershire 020C,"5",e-Rational Utilitarians,,,
"72998",E00075304,E06000025,E06000025,South Gloucestershire,186994.569984436006052,3022.431009806210113,0.1868280552,1996.000,"362",E01014898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","862",E01014898,South Gloucestershire 022B,"6",e-Mainstream,,,
"73000",E00075306,E06000025,E06000025,South Gloucestershire,40633.434371948198532,1237.822971789900066,0.0411195528,5423.000,"228",E01014898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","862",E01014898,South Gloucestershire 022B,"6",e-Mainstream,,,
"73002",E00075308,E06000025,E06000025,South Gloucestershire,69324.543769836396677,1425.665125693250047,0.0665308921,5652.000,"370",E01014907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","4796",E01014907,South Gloucestershire 018D,"6",e-Mainstream,,,
"73003",E00075309,E06000025,E06000025,South Gloucestershire,202003.491249084006995,2915.800271198049813,0.2001619086,1594.000,"299",E01014908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12583",E01014908,South Gloucestershire 018E,"3",e-Veterans,,,
"73004",E00075310,E06000025,E06000025,South Gloucestershire,732614.132846832042560,5178.056596348469611,0.7363214438,491.600,"413",E01014906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12081",E01014906,South Gloucestershire 018C,"7",Passive and Uncommitted Users,,,
"73005",E00075311,E06000025,E06000025,South Gloucestershire,44914.596965789802198,1010.099926484729963,0.0443407624,7645.000,"325",E01014905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12268",E01014905,South Gloucestershire 018B,"6",e-Mainstream,,,
"73006",E00075312,E06000025,E06000025,South Gloucestershire,52583.875873565702932,1754.691152360629985,0.0531974557,6542.000,"337",E01014904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","14182",E01014904,South Gloucestershire 018A,"7",Passive and Uncommitted Users,,,
"73007",E00075313,E06000025,E06000025,South Gloucestershire,48255.172649383501266,1148.853926142970067,0.0496991295,6801.000,"336",E01014905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12268",E01014905,South Gloucestershire 018B,"6",e-Mainstream,,,
"73008",E00075314,E06000025,E06000025,South Gloucestershire,49997.151458740197995,1184.405933884509977,0.0488719215,7694.000,"367",E01014910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13923",E01014910,South Gloucestershire 018G,"6",e-Mainstream,,,
"73009",E00075315,E06000025,E06000025,South Gloucestershire,44966.956195831298828,1148.619672465589929,0.0455508561,7837.000,"334",E01014904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","14182",E01014904,South Gloucestershire 018A,"7",Passive and Uncommitted Users,,,
"73010",E00075316,E06000025,E06000025,South Gloucestershire,50634.676376342809817,1526.566466333679955,0.0450891490,8406.000,"393",E01014910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13923",E01014910,South Gloucestershire 018G,"6",e-Mainstream,,,
"73011",E00075317,E06000025,E06000025,South Gloucestershire,158892.279293060011696,1922.131034715949909,0.1588344311,2052.000,"355",E01014906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12081",E01014906,South Gloucestershire 018C,"7",Passive and Uncommitted Users,,,
"73012",E00075318,E06000025,E06000025,South Gloucestershire,46089.049804687500000,1362.153652946290094,0.0428521706,6417.000,"292",E01014904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","14182",E01014904,South Gloucestershire 018A,"7",Passive and Uncommitted Users,,,
"73013",E00075319,E06000025,E06000025,South Gloucestershire,45980.741928100600489,1020.236070093839999,0.0481757571,7057.000,"345",E01014905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12268",E01014905,South Gloucestershire 018B,"6",e-Mainstream,,,
"73014",E00075320,E06000025,E06000025,South Gloucestershire,144730.904823302989826,2189.020472492979934,0.1458553153,3106.000,"476",E01014904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","14182",E01014904,South Gloucestershire 018A,"7",Passive and Uncommitted Users,,,
"73015",E00075321,E06000025,E06000025,South Gloucestershire,48767.267471313505666,1176.063548343470075,0.0480714925,3557.000,"156",E01014904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","14182",E01014904,South Gloucestershire 018A,"7",Passive and Uncommitted Users,,,
"73016",E00075322,E06000025,E06000025,South Gloucestershire,60587.181499481201172,1431.370410532249934,0.0606503469,6183.000,"386",E01014905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12268",E01014905,South Gloucestershire 018B,"6",e-Mainstream,,,
"73017",E00075323,E06000025,E06000025,South Gloucestershire,124562.321517944001243,1946.698320509209907,0.1230353489,2593.000,"325",E01014906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12081",E01014906,South Gloucestershire 018C,"7",Passive and Uncommitted Users,,,
"73018",E00075324,E06000025,E06000025,South Gloucestershire,50114.781326293901657,1204.930925464899929,0.0530576273,6559.000,"331",E01014905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12268",E01014905,South Gloucestershire 018B,"6",e-Mainstream,,,
"73019",E00075325,E06000025,E06000025,South Gloucestershire,56099.227535247802734,1569.240678762550033,0.0565618487,3660.000,"180",E01014906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12081",E01014906,South Gloucestershire 018C,"7",Passive and Uncommitted Users,,,
"73020",E00075326,E06000025,E06000025,South Gloucestershire,44032.395366668701172,1329.881101294369955,0.0434501531,6559.000,"288",E01014906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12081",E01014906,South Gloucestershire 018C,"7",Passive and Uncommitted Users,,,
"73021",E00075327,E06000025,E06000025,South Gloucestershire,50235.192481994599802,1331.243648591349938,0.0484757189,8334.000,"385",E01014907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","4796",E01014907,South Gloucestershire 018D,"6",e-Mainstream,,,
"73022",E00075328,E06000025,E06000025,South Gloucestershire,45194.119567871101026,1014.563597957180036,0.0462754290,6764.000,"311",E01014907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","4796",E01014907,South Gloucestershire 018D,"6",e-Mainstream,,,
"73023",E00075329,E06000025,E06000025,South Gloucestershire,76689.503582000703318,1420.491229684969994,0.0732695354,3903.000,"266",E01014906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12081",E01014906,South Gloucestershire 018C,"7",Passive and Uncommitted Users,,,
"73024",E00075330,E06000025,E06000025,South Gloucestershire,70586.285934448198532,1334.660014523429936,0.0702170724,4799.000,"341",E01014908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12583",E01014908,South Gloucestershire 018E,"3",e-Veterans,,,
"73025",E00075331,E06000025,E06000025,South Gloucestershire,95388.530616760297562,1473.597632346539967,0.0965285325,2134.000,"215",E01014907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","4796",E01014907,South Gloucestershire 018D,"6",e-Mainstream,,,
"73026",E00075332,E06000025,E06000025,South Gloucestershire,44352.923221588098386,1037.277999816069951,0.0448617905,7534.000,"334",E01014907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","4796",E01014907,South Gloucestershire 018D,"6",e-Mainstream,,,
"73027",E00075333,E06000025,E06000025,South Gloucestershire,69683.363937377900584,1449.083202118730014,0.0734498051,4520.000,"329",E01014909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1224",E01014909,South Gloucestershire 018F,"3",e-Veterans,,,
"73028",E00075334,E06000025,E06000025,South Gloucestershire,89597.294055938706151,1785.205586771900016,0.0913975934,3950.000,"385",E01014908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12583",E01014908,South Gloucestershire 018E,"3",e-Veterans,,,
"73029",E00075335,E06000025,E06000025,South Gloucestershire,58126.881935119599802,1593.138794638990021,0.0604527399,6038.000,"382",E01014908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","12583",E01014908,South Gloucestershire 018E,"3",e-Veterans,,,
"73030",E00075336,E06000025,E06000025,South Gloucestershire,74720.014507293701172,1516.982569607059986,0.0766559072,4461.000,"348",E01014909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1224",E01014909,South Gloucestershire 018F,"3",e-Veterans,,,
"73031",E00075337,E06000025,E06000025,South Gloucestershire,54097.609363555900927,1114.502845439290013,0.0571968059,9791.000,"504",E01014909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1224",E01014909,South Gloucestershire 018F,"3",e-Veterans,,,
"73032",E00075338,E06000025,E06000025,South Gloucestershire,66495.329139709501760,1404.203513073380009,0.0703273777,5346.000,"364",E01014909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1224",E01014909,South Gloucestershire 018F,"3",e-Veterans,,,
"73033",E00075339,E06000025,E06000025,South Gloucestershire,1111201.952987669967115,5581.275548886649631,1.1134539757,430.200,"468",E01014910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13923",E01014910,South Gloucestershire 018G,"6",e-Mainstream,,,
"73034",E00075340,E06000025,E06000025,South Gloucestershire,85986.196720123291016,1440.703823799540032,0.0882612241,3807.000,"345",E01014910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13923",E01014910,South Gloucestershire 018G,"6",e-Mainstream,,,
"73035",E00075341,E06000025,E06000025,South Gloucestershire,231525.397056579997297,2467.075353743769938,0.2289182983,1385.000,"301",E01014912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","11387",E01014912,South Gloucestershire 013B,"3",e-Veterans,,,
"73039",E00075345,E06000025,E06000025,South Gloucestershire,78546.781211852998240,1539.847461638089953,0.0799904348,3963.000,"309",E01014912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","11387",E01014912,South Gloucestershire 013B,"3",e-Veterans,,,
