OBJECTID,OA11CD,LAD11CD,LAD16CD,LAD16NM,Shape__Are,Shape__Len,area_km2,den_calc,All Ages,LSOA11CD,OBJECTID_2,LSOA11CD_2,LSOA11NM,BNG_E,BNG_N,LONG_,LAT,Shape_Leng,Shape__A_1,Shape__L_1,Broadband,Demography,Deprivatio,DERI score,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,LSOA11CD_3,LSOA11NM_2,layer,path,IUCSHP_ID,IUCLSOA11_,IUCLSOA1_1,IUCGRP_CD,IUCGRP_LAB,LSOA11CD_1,Shape__A_2,Shape__L_2
"70412",E00072656,E06000022,E06000022,Bath and North East Somerset,3773479.298591610044241,9605.587422259539380,3.7369874460,89.910,"367",E01014383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","10239",E01014383,Bath and North East Somerset 021B,"5",e-Rational Utilitarians,,,
"70590",E00072834,E06000022,E06000022,Bath and North East Somerset,4432479.191360469907522,11649.415817134900863,4.1601128948,82.690,"368",E01014418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","11329",E01014418,Bath and North East Somerset 021D,"5",e-Rational Utilitarians,,,
"70591",E00072835,E06000022,E06000022,Bath and North East Somerset,1593812.762866969918832,8774.960427296120542,1.5956100817,198.700,"308",E01014418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","11329",E01014418,Bath and North East Somerset 021D,"5",e-Rational Utilitarians,,,
"70592",E00072836,E06000022,E06000022,Bath and North East Somerset,5106728.830783840268850,13130.324003970399644,4.8895639542,59.310,"282",E01014418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","11329",E01014418,Bath and North East Somerset 021D,"5",e-Rational Utilitarians,,,
"70593",E00072837,E06000022,E06000022,Bath and North East Somerset,8146373.920898440293968,15519.789678754699707,8.1556010111,62.530,"548",E01014418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","11329",E01014418,Bath and North East Somerset 021D,"5",e-Rational Utilitarians,,,
"72183",E00074469,E06000024,E06000024,North Somerset,57133.567478179902537,1431.475612831510034,0.0544266343,3362.000,"190",E01014741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13710",E01014741,North Somerset 024A,"5",e-Rational Utilitarians,,,
"72185",E00074471,E06000024,E06000024,North Somerset,144557.153163909999421,2086.689179620630057,0.1454904630,2172.000,"324",E01014741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13710",E01014741,North Somerset 024A,"5",e-Rational Utilitarians,,,
"72186",E00074472,E06000024,E06000024,North Somerset,80528.925441741899704,1711.732372712979895,0.0834529569,2504.000,"187",E01014741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13710",E01014741,North Somerset 024A,"5",e-Rational Utilitarians,,,
"72187",E00074473,E06000024,E06000024,North Somerset,870372.899032592889853,5071.304353834279937,0.8253763666,466.500,"442",E01014742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1229",E01014742,North Somerset 024B,"5",e-Rational Utilitarians,,,
"72188",E00074474,E06000024,E06000024,North Somerset,1486017.498630519956350,6354.800781664819624,1.3544329196,228.100,"355",E01014742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1229",E01014742,North Somerset 024B,"5",e-Rational Utilitarians,,,
"72189",E00074475,E06000024,E06000024,North Somerset,4602700.823978420346975,12639.293918322999161,4.4187550972,29.420,"124",E01014741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13710",E01014741,North Somerset 024A,"5",e-Rational Utilitarians,,,
"72190",E00074476,E06000024,E06000024,North Somerset,701987.496868134010583,4018.772723411299921,0.6965669460,370.400,"262",E01014741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13710",E01014741,North Somerset 024A,"5",e-Rational Utilitarians,,,
"72195",E00074481,E06000024,E06000024,North Somerset,747857.035446166992188,3873.638242331429865,0.7428650089,432.100,"315",E01014741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","13710",E01014741,North Somerset 024A,"5",e-Rational Utilitarians,,,
"72196",E00074482,E06000024,E06000024,North Somerset,512311.427566527971067,4106.551997986840433,0.5258733827,521.000,"262",E01014742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1229",E01014742,North Somerset 024B,"5",e-Rational Utilitarians,,,
"72197",E00074483,E06000024,E06000024,North Somerset,140970.647441864013672,2445.464379699480105,0.1399691575,2158.000,"277",E01014742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1229",E01014742,North Somerset 024B,"5",e-Rational Utilitarians,,,
"72198",E00074484,E06000024,E06000024,North Somerset,105999.208000183003605,1887.510669666700096,0.1076731208,2378.000,"227",E01014742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>10km,"MultiPolygon?crs=EPSG:27700&field=OBJECTID:integer(6,0)&field=OA11CD:string(9,0)&field=LAD11CD:string(9,0)&field=LAD16CD:string(9,0)&field=LAD16NM:string(28,0)&field=Shape__Are:double(23,15)&field=Shape__Len:double(23,15)&field=area_km2:double(13,10)&fie","1229",E01014742,North Somerset 024B,"5",e-Rational Utilitarians,,,
