OA11CD,LSOA11CD,All Ages
E00075734,E01014992,"281"
E00075741,E01014992,"266"
E00075744,E01014992,"293"
E00075747,E01014992,"285"
E00075733,E01014993,"304"
E00075735,E01014993,"370"
E00075746,E01014993,"130"
E00075751,E01014993,"428"
E00075752,E01014993,"303"
E00075753,E01014994,"360"
E00075754,E01014994,"283"
E00075755,E01014994,"177"
E00075756,E01014994,"219"
E00075757,E01014994,"233"
E00075758,E01014994,"144"
E00075759,E01014994,"262"
E00075760,E01014995,"418"
E00075761,E01014995,"314"
E00075762,E01014995,"354"
E00075763,E01014995,"310"
E00075764,E01014995,"305"
E00075768,E01014996,"364"
E00075770,E01014996,"410"
E00075771,E01014996,"227"
E00075772,E01014996,"287"
E00075773,E01014996,"388"
E00075775,E01014998,"330"
E00075776,E01014998,"325"
E00075779,E01014998,"268"
E00075781,E01014998,"273"
E00075783,E01014998,"369"
E00075777,E01014999,"321"
E00075778,E01014999,"384"
E00075780,E01014999,"246"
E00075784,E01014999,"382"
E00075785,E01014999,"315"
E00075766,E01015000,"479"
E00075782,E01015000,"268"
E00075786,E01015000,"310"
E00075787,E01015000,"214"
E00075788,E01015000,"323"
E00075767,E01015001,"323"
E00075789,E01015001,"316"
E00075790,E01015001,"313"
E00075791,E01015001,"316"
E00075792,E01015001,"291"
E00075796,E01015002,"362"
E00075801,E01015002,"422"
E00075804,E01015002,"292"
E00075818,E01015002,"502"
E00075800,E01015003,"333"
E00075809,E01015003,"270"
E00075810,E01015003,"289"
E00075812,E01015003,"369"
E00075825,E01015003,"379"
E00075798,E01015004,"409"
E00075805,E01015004,"318"
E00075807,E01015004,"229"
E00075808,E01015004,"318"
E00075827,E01015004,"340"
E00075806,E01015005,"482"
E00075817,E01015005,"320"
E00075824,E01015005,"315"
E00075826,E01015005,"437"
E00173061,E01015005,"348"
E00173063,E01015005,"445"
E00075797,E01015006,"284"
E00075799,E01015006,"343"
E00075803,E01015006,"335"
E00075811,E01015006,"341"
E00075813,E01015006,"344"
E00075802,E01015007,"257"
E00075814,E01015007,"414"
E00075815,E01015007,"552"
E00075816,E01015007,"311"
E00075822,E01015007,"512"
E00075794,E01015008,"394"
E00075795,E01015008,"367"
E00075819,E01015008,"280"
E00075820,E01015008,"391"
E00075823,E01015008,"334"
E00075831,E01015009,"280"
E00075832,E01015009,"187"
E00075835,E01015009,"276"
E00075839,E01015009,"282"
E00075847,E01015009,"282"
E00075837,E01015010,"401"
E00075838,E01015010,"321"
E00075840,E01015010,"326"
E00075844,E01015010,"327"
E00075828,E01015011,"330"
E00075829,E01015011,"271"
E00075833,E01015011,"320"
E00075848,E01015011,"516"
E00075849,E01015011,"320"
E00075830,E01015012,"368"
E00075834,E01015012,"810"
E00075836,E01015012,"299"
E00075843,E01015012,"245"
E00075841,E01015013,"321"
E00075842,E01015013,"349"
E00075845,E01015013,"347"
E00075846,E01015013,"282"
E00075858,E01015014,"1,004"
E00075860,E01015014,"218"
E00075862,E01015014,"424"
E00075863,E01015014,"298"
E00075864,E01015014,"308"
E00075850,E01015015,"335"
E00075851,E01015015,"479"
E00075859,E01015015,"316"
E00075861,E01015015,"429"
E00075865,E01015016,"329"
E00075866,E01015016,"302"
E00075867,E01015016,"236"
E00075868,E01015016,"287"
E00075854,E01015017,"230"
E00075856,E01015017,"290"
E00075857,E01015017,"298"
E00075869,E01015017,"289"
E00075872,E01015017,"321"
E00075852,E01015018,"279"
E00075853,E01015018,"303"
E00075855,E01015018,"224"
E00075870,E01015018,"299"
E00075871,E01015018,"351"
E00075873,E01015019,"307"
E00075874,E01015019,"252"
E00075875,E01015019,"234"
E00075885,E01015019,"282"
E00075886,E01015019,"339"
E00075889,E01015019,"302"
E00075887,E01015020,"352"
E00075888,E01015020,"354"
E00075890,E01015020,"230"
E00075891,E01015020,"349"
E00075892,E01015020,"304"
E00075877,E01015021,"335"
E00075879,E01015021,"296"
E00075880,E01015021,"245"
E00075881,E01015021,"269"
E00075893,E01015021,"339"
E00075876,E01015022,"265"
E00075878,E01015022,"317"
E00075882,E01015022,"288"
E00075883,E01015022,"321"
E00075884,E01015022,"348"
E00075895,E01015023,"371"
E00075904,E01015023,"299"
E00075906,E01015023,"253"
E00075907,E01015023,"289"
E00075908,E01015023,"285"
E00075911,E01015023,"246"
E00075894,E01015024,"253"
E00075914,E01015024,"304"
E00075915,E01015024,"312"
E00075916,E01015024,"246"
E00075922,E01015024,"259"
E00075917,E01015025,"313"
E00075918,E01015025,"286"
E00075919,E01015025,"244"
E00075921,E01015025,"352"
E00075924,E01015025,"472"
E00075901,E01015026,"204"
E00075923,E01015026,"326"
E00075928,E01015026,"274"
E00075930,E01015026,"230"
E00075931,E01015026,"317"
E00075936,E01015026,"224"
E00075900,E01015027,"368"
E00075925,E01015027,"306"
E00075926,E01015027,"298"
E00075933,E01015027,"312"
E00075934,E01015027,"359"
E00075899,E01015028,"480"
E00075920,E01015028,"227"
E00075927,E01015028,"357"
E00075929,E01015028,"253"
E00075932,E01015028,"265"
E00075897,E01015029,"363"
E00075910,E01015029,"354"
E00075912,E01015029,"230"
E00075913,E01015029,"264"
E00172070,E01015029,"338"
E00172085,E01015029,"250"
E00075896,E01015030,"263"
E00075898,E01015030,"214"
E00075902,E01015030,"228"
E00075903,E01015030,"222"
E00075905,E01015030,"275"
E00075935,E01015030,"410"
E00075945,E01015031,"270"
E00075947,E01015031,"315"
E00075950,E01015031,"253"
E00075951,E01015031,"298"
E00075952,E01015031,"352"
E00075948,E01015032,"284"
E00075949,E01015032,"546"
E00075953,E01015032,"429"
E00075954,E01015032,"363"
E00075955,E01015032,"390"
E00075938,E01015033,"309"
E00075939,E01015033,"358"
E00075956,E01015033,"297"
E00075957,E01015033,"321"
E00075958,E01015033,"297"
E00075942,E01015034,"286"
E00075943,E01015034,"388"
E00075961,E01015034,"305"
E00075971,E01015034,"383"
E00075960,E01015035,"271"
E00075963,E01015035,"246"
E00075964,E01015035,"286"
E00075965,E01015035,"304"
E00075966,E01015035,"337"
E00075959,E01015036,"364"
E00075962,E01015036,"363"
E00075967,E01015036,"320"
E00075970,E01015036,"293"
E00075974,E01015036,"191"
E00075940,E01015037,"235"
E00075941,E01015037,"299"
E00075968,E01015037,"337"
E00075969,E01015037,"361"
E00075973,E01015037,"202"
E00075937,E01015038,"412"
E00075944,E01015038,"344"
E00075946,E01015038,"337"
E00075972,E01015038,"311"
E00075975,E01015038,"285"
E00075995,E01015039,"463"
E00075996,E01015039,"219"
E00075997,E01015039,"251"
E00075998,E01015039,"742"
E00075999,E01015040,"343"
E00076001,E01015040,"303"
E00076003,E01015040,"294"
E00076004,E01015040,"304"
E00076005,E01015040,"270"
E00076000,E01015041,"214"
E00076002,E01015041,"269"
E00076007,E01015041,"282"
E00076008,E01015041,"275"
E00076013,E01015041,"386"
E00076006,E01015042,"255"
E00076009,E01015042,"335"
E00076010,E01015042,"303"
E00076011,E01015042,"298"
E00076012,E01015042,"266"
E00075976,E01015043,"301"
E00076014,E01015043,"284"
E00076016,E01015043,"320"
E00076018,E01015043,"329"
E00076023,E01015043,"241"
E00076015,E01015044,"344"
E00076017,E01015044,"283"
E00076019,E01015044,"263"
E00076020,E01015044,"212"
E00076021,E01015044,"279"
E00075977,E01015045,"329"
E00075978,E01015045,"282"
E00076022,E01015045,"272"
E00076024,E01015045,"438"
E00076025,E01015045,"244"
E00075979,E01015046,"189"
E00075980,E01015046,"396"
E00075982,E01015046,"336"
E00075983,E01015046,"186"
E00075985,E01015046,"585"
E00076026,E01015046,"247"
E00075981,E01015047,"691"
E00075984,E01015047,"176"
E00075991,E01015047,"328"
E00075993,E01015047,"477"
E00075994,E01015047,"341"
E00075986,E01015048,"1,159"
E00075987,E01015048,"215"
E00075988,E01015048,"251"
E00075989,E01015048,"200"
E00172060,E01015048,"473"
E00076030,E01015049,"401"
E00076034,E01015049,"532"
E00076050,E01015049,"329"
E00076051,E01015049,"411"
E00076033,E01015050,"440"
E00076035,E01015050,"306"
E00076038,E01015050,"392"
E00076041,E01015050,"363"
E00076052,E01015050,"421"
E00076031,E01015051,"279"
E00076032,E01015051,"212"
E00076036,E01015051,"388"
E00172058,E01015051,"917"
E00172059,E01015051,"201"
E00076027,E01015052,"282"
E00076037,E01015052,"292"
E00076039,E01015052,"362"
E00076040,E01015052,"370"
E00076043,E01015052,"227"
E00076045,E01015052,"468"
E00076029,E01015053,"620"
E00076042,E01015053,"304"
E00076047,E01015053,"270"
E00076048,E01015053,"274"
E00076028,E01015054,"295"
E00076044,E01015054,"433"
E00172049,E01015054,"104"
E00172050,E01015054,"1,228"
E00172051,E01015054,"85"
E00076056,E01015055,"298"
E00076058,E01015055,"241"
E00076087,E01015055,"284"
E00076092,E01015055,"238"
E00076096,E01015055,"319"
E00076053,E01015056,"352"
E00076059,E01015056,"254"
E00076063,E01015056,"232"
E00076069,E01015056,"205"
E00076090,E01015056,"268"
E00076091,E01015056,"272"
E00076057,E01015057,"354"
E00076062,E01015057,"343"
E00076064,E01015057,"318"
E00076065,E01015057,"319"
E00076093,E01015057,"255"
E00076055,E01015058,"566"
E00076061,E01015058,"276"
E00076094,E01015058,"358"
E00076095,E01015058,"335"
E00076060,E01015059,"344"
E00076067,E01015059,"276"
E00076068,E01015059,"356"
E00076070,E01015059,"285"
E00076071,E01015059,"290"
E00076054,E01015060,"328"
E00076066,E01015060,"267"
E00076072,E01015060,"356"
E00076079,E01015060,"311"
E00076097,E01015060,"338"
E00076073,E01015061,"254"
E00076074,E01015061,"299"
E00076076,E01015061,"352"
E00076080,E01015061,"257"
E00076082,E01015061,"326"
E00076075,E01015062,"591"
E00076077,E01015062,"320"
E00076078,E01015062,"315"
E00076081,E01015062,"389"
E00076083,E01015062,"308"
E00076084,E01015063,"283"
E00076085,E01015063,"242"
E00076086,E01015063,"261"
E00076088,E01015063,"304"
E00076089,E01015063,"354"
E00076102,E01015064,"230"
E00076123,E01015064,"280"
E00076125,E01015064,"265"
E00076126,E01015064,"260"
E00076127,E01015064,"260"
E00076136,E01015064,"288"
E00076105,E01015065,"266"
E00076130,E01015065,"233"
E00076131,E01015065,"267"
E00076137,E01015065,"177"
E00076138,E01015065,"283"
E00076099,E01015066,"342"
E00076100,E01015066,"271"
E00076106,E01015066,"236"
E00076114,E01015066,"256"
E00076115,E01015066,"224"
E00076103,E01015067,"273"
E00076107,E01015067,"276"
E00076108,E01015067,"282"
E00076110,E01015067,"305"
E00076111,E01015067,"238"
E00076128,E01015068,"311"
E00076134,E01015068,"272"
E00076135,E01015068,"358"
E00172041,E01015068,"107"
E00172084,E01015068,"276"
E00172086,E01015068,"278"
E00076104,E01015069,"235"
E00076109,E01015069,"241"
E00076112,E01015069,"292"
E00076113,E01015069,"286"
E00076116,E01015069,"283"
E00076117,E01015069,"191"
E00076118,E01015070,"237"
E00076119,E01015070,"301"
E00076122,E01015070,"287"
E00076132,E01015070,"382"
E00076133,E01015070,"214"
E00172043,E01015070,"313"
E00172044,E01015070,"170"
E00172045,E01015070,"462"
E00172078,E01015070,"307"
E00076101,E01015071,"273"
E00076120,E01015071,"324"
E00076124,E01015071,"342"
E00076129,E01015071,"291"
E00076139,E01015071,"318"
E00076142,E01015072,"278"
E00076144,E01015072,"283"
E00076145,E01015072,"326"
E00076181,E01015072,"345"
E00076182,E01015072,"252"
E00076140,E01015073,"361"
E00076153,E01015073,"288"
E00076158,E01015073,"301"
E00076162,E01015073,"243"
E00076173,E01015073,"307"
E00076141,E01015074,"266"
E00076151,E01015074,"330"
E00076155,E01015074,"255"
E00076156,E01015074,"315"
E00076161,E01015074,"315"
E00076148,E01015075,"234"
E00076160,E01015075,"289"
E00076167,E01015075,"274"
E00076172,E01015075,"319"
E00076176,E01015075,"372"
E00076146,E01015076,"255"
E00076147,E01015076,"281"
E00076149,E01015076,"251"
E00076154,E01015076,"332"
E00076159,E01015076,"250"
E00076150,E01015077,"330"
E00076152,E01015077,"316"
E00076157,E01015077,"553"
E00076165,E01015077,"338"
E00076166,E01015077,"995"
E00076143,E01015078,"325"
E00076169,E01015078,"563"
E00076177,E01015078,"238"
E00076178,E01015078,"166"
E00076183,E01015078,"149"
E00076163,E01015079,"481"
E00076164,E01015079,"354"
E00076168,E01015079,"269"
E00076171,E01015079,"303"
E00076174,E01015079,"303"
E00076170,E01015080,"228"
E00076175,E01015080,"295"
E00076179,E01015080,"422"
E00076180,E01015080,"171"
E00076202,E01015081,"391"
E00076203,E01015081,"397"
E00076204,E01015081,"297"
E00076205,E01015081,"340"
E00076206,E01015081,"268"
E00076209,E01015082,"348"
E00076211,E01015082,"344"
E00076212,E01015082,"388"
E00076215,E01015082,"339"
E00076216,E01015082,"307"
E00076207,E01015083,"333"
E00076208,E01015083,"436"
E00076217,E01015083,"270"
E00076218,E01015083,"235"
E00076220,E01015083,"195"
E00076184,E01015084,"212"
E00076213,E01015084,"326"
E00076214,E01015084,"329"
E00076219,E01015084,"279"
E00076222,E01015084,"274"
E00076189,E01015085,"262"
E00076210,E01015085,"231"
E00076223,E01015085,"210"
E00076224,E01015085,"355"
E00076225,E01015085,"204"
E00076230,E01015085,"255"
E00076191,E01015086,"227"
E00076195,E01015086,"195"
E00076196,E01015086,"252"
E00076199,E01015086,"286"
E00076221,E01015086,"323"
E00076187,E01015087,"326"
E00076193,E01015087,"355"
E00076197,E01015087,"356"
E00076198,E01015087,"287"
E00076201,E01015087,"294"
E00076188,E01015088,"293"
E00076190,E01015088,"290"
E00076227,E01015088,"384"
E00076228,E01015088,"261"
E00076229,E01015088,"328"
E00076185,E01015089,"248"
E00076186,E01015089,"284"
E00076192,E01015089,"331"
E00076194,E01015089,"270"
E00076200,E01015089,"305"
E00076226,E01015089,"260"
E00076236,E01015090,"240"
E00076246,E01015090,"269"
E00076248,E01015090,"290"
E00076249,E01015090,"262"
E00076250,E01015090,"238"
E00076237,E01015091,"282"
E00076252,E01015091,"333"
E00076253,E01015091,"289"
E00076258,E01015091,"252"
E00076260,E01015091,"273"
E00076251,E01015092,"426"
E00076259,E01015092,"791"
E00172072,E01015092,"999"
E00172079,E01015092,"163"
E00076233,E01015093,"267"
E00076234,E01015093,"205"
E00076235,E01015093,"274"
E00076238,E01015093,"359"
E00076255,E01015093,"227"
E00076239,E01015094,"303"
E00076240,E01015094,"324"
E00076254,E01015094,"265"
E00076256,E01015094,"316"
E00076257,E01015094,"297"
E00076241,E01015095,"278"
E00076261,E01015095,"283"
E00076263,E01015095,"269"
E00076265,E01015095,"230"
E00076267,E01015095,"273"
E00076262,E01015096,"293"
E00076264,E01015096,"309"
E00076266,E01015096,"251"
E00076268,E01015096,"216"
E00076269,E01015096,"296"
E00076231,E01015097,"456"
E00076242,E01015097,"590"
E00076243,E01015097,"269"
E00172080,E01015097,"364"
E00172081,E01015097,"434"
E00172082,E01015097,"3"
E00076285,E01015098,"341"
E00076289,E01015098,"266"
E00076294,E01015098,"266"
E00076295,E01015098,"452"
E00076298,E01015098,"333"
E00076293,E01015099,"324"
E00076297,E01015099,"333"
E00076299,E01015099,"272"
E00076302,E01015099,"238"
E00076303,E01015099,"290"
E00076300,E01015100,"308"
E00076301,E01015100,"274"
E00076304,E01015100,"281"
E00076305,E01015100,"294"
E00076306,E01015100,"320"
E00076273,E01015101,"301"
E00076275,E01015101,"394"
E00076280,E01015101,"268"
E00076307,E01015101,"290"
E00076311,E01015101,"377"
E00076272,E01015102,"252"
E00076276,E01015102,"279"
E00076279,E01015102,"362"
E00076308,E01015102,"349"
E00076309,E01015102,"533"
E00076271,E01015103,"265"
E00076274,E01015103,"347"
E00076277,E01015103,"318"
E00076310,E01015103,"250"
E00076313,E01015103,"313"
E00076278,E01015104,"277"
E00076283,E01015104,"286"
E00076286,E01015104,"333"
E00076288,E01015104,"313"
E00076312,E01015104,"332"
E00076270,E01015105,"303"
E00076281,E01015105,"322"
E00076282,E01015105,"284"
E00076287,E01015105,"294"
E00076291,E01015105,"348"
E00076284,E01015106,"312"
E00076290,E01015106,"291"
E00076292,E01015106,"335"
E00076296,E01015106,"334"
E00076315,E01015107,"223"
E00076316,E01015107,"254"
E00076318,E01015107,"348"
E00076322,E01015107,"601"
E00076335,E01015107,"338"
E00076325,E01015108,"297"
E00076326,E01015108,"567"
E00076332,E01015108,"400"
E00076336,E01015108,"292"
E00076338,E01015108,"249"
E00076319,E01015109,"365"
E00076320,E01015109,"284"
E00076334,E01015109,"202"
E00076337,E01015109,"216"
E00076339,E01015109,"246"
E00076314,E01015110,"347"
E00076321,E01015110,"257"
E00076327,E01015110,"286"
E00076328,E01015110,"325"
E00076331,E01015110,"315"
E00076317,E01015111,"233"
E00076323,E01015111,"315"
E00076324,E01015111,"344"
E00076329,E01015111,"263"
E00076330,E01015111,"290"
E00076333,E01015111,"248"
E00076343,E01015112,"632"
E00076350,E01015112,"342"
E00076353,E01015112,"279"
E00076357,E01015112,"330"
E00076344,E01015113,"250"
E00076346,E01015113,"378"
E00076348,E01015113,"319"
E00076351,E01015113,"268"
E00076356,E01015113,"307"
E00076345,E01015114,"311"
E00076347,E01015114,"273"
E00076349,E01015114,"308"
E00076354,E01015114,"271"
E00076359,E01015114,"207"
E00076352,E01015115,"231"
E00076355,E01015115,"253"
E00076360,E01015115,"335"
E00076361,E01015115,"311"
E00076364,E01015115,"240"
E00076340,E01015116,"363"
E00076358,E01015116,"322"
E00172073,E01015116,"189"
E00172075,E01015116,"298"
E00172076,E01015116,"288"
E00076341,E01015117,"221"
E00076362,E01015117,"169"
E00076363,E01015117,"155"
E00076365,E01015117,"214"
E00076366,E01015117,"158"
E00076367,E01015117,"285"
E00076368,E01015117,"180"
E00076370,E01015118,"310"
E00076372,E01015118,"303"
E00076379,E01015118,"418"
E00076397,E01015118,"272"
E00076401,E01015118,"268"
E00076377,E01015119,"351"
E00076378,E01015119,"311"
E00076380,E01015119,"356"
E00076398,E01015119,"365"
E00076399,E01015119,"216"
E00076369,E01015120,"459"
E00076374,E01015120,"410"
E00076390,E01015120,"330"
E00076394,E01015120,"357"
E00076396,E01015121,"254"
E00076400,E01015121,"309"
E00076402,E01015121,"306"
E00076406,E01015121,"258"
E00076407,E01015121,"310"
E00076373,E01015122,"373"
E00076376,E01015122,"277"
E00076383,E01015122,"324"
E00076393,E01015122,"299"
E00076405,E01015122,"316"
E00076371,E01015123,"369"
E00076375,E01015123,"284"
E00076381,E01015123,"196"
E00076385,E01015123,"340"
E00076386,E01015123,"441"
E00076382,E01015124,"313"
E00076384,E01015124,"304"
E00076387,E01015124,"333"
E00076392,E01015124,"284"
E00076395,E01015124,"299"
E00076388,E01015125,"314"
E00076389,E01015125,"275"
E00076391,E01015125,"291"
E00076403,E01015125,"295"
E00076404,E01015125,"314"
E00076425,E01015126,"323"
E00076426,E01015126,"254"
E00076427,E01015126,"306"
E00076431,E01015126,"265"
E00076432,E01015126,"321"
E00076412,E01015127,"304"
E00076421,E01015127,"317"
E00076429,E01015127,"246"
E00076430,E01015127,"255"
E00076433,E01015127,"298"
E00076408,E01015128,"225"
E00076434,E01015128,"305"
E00076435,E01015128,"212"
E00076436,E01015128,"296"
E00076437,E01015128,"282"
E00076440,E01015128,"226"
E00076409,E01015129,"265"
E00076410,E01015129,"322"
E00076439,E01015129,"259"
E00076444,E01015129,"244"
E00076446,E01015129,"260"
E00076438,E01015130,"313"
E00076441,E01015130,"283"
E00076442,E01015130,"342"
E00076443,E01015130,"338"
E00076445,E01015130,"275"
E00076413,E01015131,"271"
E00076417,E01015131,"724"
E00076418,E01015131,"207"
E00076419,E01015131,"575"
E00076420,E01015131,"306"
E00076411,E01015132,"277"
E00076415,E01015132,"333"
E00076416,E01015132,"299"
E00076424,E01015132,"262"
E00076448,E01015132,"323"
E00076414,E01015133,"254"
E00076422,E01015133,"256"
E00076423,E01015133,"291"
E00076428,E01015133,"279"
E00076447,E01015133,"338"
E00076459,E01015134,"315"
E00076460,E01015134,"302"
E00076462,E01015134,"351"
E00172039,E01015134,"317"
E00172040,E01015134,"173"
E00172074,E01015134,"89"
E00076449,E01015135,"376"
E00076458,E01015135,"1,181"
E00076461,E01015135,"252"
E00076463,E01015135,"289"
E00076464,E01015135,"244"
E00076470,E01015136,"311"
E00076471,E01015136,"302"
E00076473,E01015136,"308"
E00076475,E01015136,"280"
E00076476,E01015136,"278"
E00076465,E01015137,"407"
E00076467,E01015137,"297"
E00076468,E01015137,"404"
E00076469,E01015137,"328"
E00076474,E01015137,"259"
E00076453,E01015138,"303"
E00076454,E01015138,"367"
E00076466,E01015138,"344"
E00076472,E01015138,"448"
E00076481,E01015138,"430"
E00076452,E01015139,"252"
E00076455,E01015139,"286"
E00076483,E01015139,"252"
E00076484,E01015139,"319"
E00076486,E01015139,"290"
E00076451,E01015140,"352"
E00076477,E01015140,"224"
E00076478,E01015140,"314"
E00076482,E01015140,"263"
E00076485,E01015140,"262"
E00076456,E01015141,"308"
E00076479,E01015141,"247"
E00076480,E01015141,"273"
E00076487,E01015141,"292"
E00172068,E01015141,"273"
E00172071,E01015141,"307"
E00076501,E01015142,"225"
E00076505,E01015142,"246"
E00076508,E01015142,"213"
E00076513,E01015142,"299"
E00076521,E01015142,"429"
E00076498,E01015143,"290"
E00076503,E01015143,"225"
E00076506,E01015143,"224"
E00076512,E01015143,"229"
E00076514,E01015143,"288"
E00076507,E01015144,"309"
E00076510,E01015144,"272"
E00076511,E01015144,"327"
E00076515,E01015144,"319"
E00076517,E01015144,"318"
E00076520,E01015145,"527"
E00076523,E01015145,"264"
E00076524,E01015145,"209"
E00076525,E01015145,"47"
E00076526,E01015145,"470"
E00076488,E01015146,"421"
E00076516,E01015146,"347"
E00076518,E01015146,"535"
E00076519,E01015146,"347"
E00076522,E01015146,"301"
E00076489,E01015147,"280"
E00076527,E01015147,"315"
E00076528,E01015147,"353"
E00076530,E01015147,"289"
E00076490,E01015148,"330"
E00076492,E01015148,"258"
E00076500,E01015148,"360"
E00076529,E01015148,"284"
E00076531,E01015148,"273"
E00076493,E01015149,"243"
E00076496,E01015149,"289"
E00076497,E01015149,"327"
E00076504,E01015149,"290"
E00076509,E01015149,"300"
E00076491,E01015150,"319"
E00076494,E01015150,"302"
E00076495,E01015150,"261"
E00076499,E01015150,"234"
E00076502,E01015150,"320"
E00076540,E01015151,"255"
E00076541,E01015151,"283"
E00076543,E01015151,"318"
E00076544,E01015151,"218"
E00076547,E01015151,"227"
E00076548,E01015151,"251"
E00076551,E01015151,"243"
E00076542,E01015152,"337"
E00076546,E01015152,"146"
E00076552,E01015152,"346"
E00076556,E01015152,"289"
E00076558,E01015152,"254"
E00076560,E01015152,"300"
E00076575,E01015152,"660"
E00076535,E01015153,"272"
E00076536,E01015153,"218"
E00076545,E01015153,"436"
E00076549,E01015153,"281"
E00076550,E01015153,"306"
E00076554,E01015153,"338"
E00076537,E01015155,"318"
E00076557,E01015155,"182"
E00076561,E01015155,"431"
E00076563,E01015155,"205"
E00076565,E01015155,"235"
E00076566,E01015155,"263"
E00076567,E01015155,"273"
E00076559,E01015156,"304"
E00076573,E01015156,"278"
E00076574,E01015156,"168"
E00076577,E01015156,"560"
E00076579,E01015156,"231"
E00076583,E01015156,"296"
E00076538,E01015157,"276"
E00076572,E01015157,"562"
E00076582,E01015157,"282"
E00076585,E01015157,"174"
E00172061,E01015157,"431"
E00172062,E01015157,"174"
E00172063,E01015157,"230"
E00172064,E01015157,"158"
E00172077,E01015157,"182"
E00076532,E01015158,"267"
E00076534,E01015158,"167"
E00076539,E01015158,"285"
E00076578,E01015158,"321"
E00076580,E01015158,"391"
E00076581,E01015158,"162"
E00076584,E01015158,"263"
E00172053,E01015158,"388"
E00172057,E01015158,"327"
E00076589,E01015159,"423"
E00076595,E01015159,"253"
E00076597,E01015159,"249"
E00076598,E01015159,"260"
E00076599,E01015159,"238"
E00076601,E01015159,"268"
E00076594,E01015160,"294"
E00076596,E01015160,"248"
E00076607,E01015160,"280"
E00076614,E01015160,"296"
E00076619,E01015160,"329"
E00076592,E01015161,"310"
E00076593,E01015161,"241"
E00076603,E01015161,"561"
E00076606,E01015161,"258"
E00076626,E01015161,"269"
E00076590,E01015162,"331"
E00076591,E01015162,"320"
E00076605,E01015162,"326"
E00076609,E01015162,"233"
E00076610,E01015162,"277"
E00076600,E01015163,"344"
E00076602,E01015163,"308"
E00076604,E01015163,"441"
E00076608,E01015163,"235"
E00076622,E01015163,"203"
E00076611,E01015164,"267"
E00076612,E01015164,"296"
E00076615,E01015164,"317"
E00076617,E01015164,"403"
E00172042,E01015164,"386"
E00172083,E01015164,"225"
E00076588,E01015165,"285"
E00076613,E01015165,"352"
E00076618,E01015165,"338"
E00076620,E01015165,"289"
E00076621,E01015165,"380"
E00076616,E01015166,"183"
E00076623,E01015166,"399"
E00076624,E01015166,"351"
E00076625,E01015166,"329"
E00172046,E01015166,"327"
E00172047,E01015166,"283"
E00172048,E01015166,"440"
E00076635,E01015167,"340"
E00076638,E01015167,"357"
E00076646,E01015167,"290"
E00076649,E01015167,"272"
E00076651,E01015167,"317"
E00076634,E01015168,"309"
E00076636,E01015168,"366"
E00076639,E01015168,"269"
E00076640,E01015168,"293"
E00076642,E01015168,"304"
E00076647,E01015168,"262"
E00076648,E01015169,"277"
E00076660,E01015169,"338"
E00076663,E01015169,"360"
E00076668,E01015169,"325"
E00172066,E01015169,"153"
E00172067,E01015169,"379"
E00076650,E01015170,"265"
E00076652,E01015170,"274"
E00076653,E01015170,"296"
E00076654,E01015170,"254"
E00076658,E01015170,"255"
E00076659,E01015170,"222"
E00076644,E01015171,"254"
E00076655,E01015171,"275"
E00076656,E01015171,"215"
E00076664,E01015171,"358"
E00076665,E01015171,"326"
E00076667,E01015171,"271"
E00076628,E01015172,"246"
E00076630,E01015172,"349"
E00076631,E01015172,"247"
E00076666,E01015172,"278"
E00076669,E01015172,"377"
E00076670,E01015172,"260"
E00076629,E01015173,"287"
E00076632,E01015173,"404"
E00076633,E01015173,"492"
E00076657,E01015173,"236"
E00076661,E01015173,"275"
E00076627,E01015174,"317"
E00076637,E01015174,"320"
E00076641,E01015174,"353"
E00076643,E01015174,"324"
E00076645,E01015174,"423"
E00076673,E01015175,"227"
E00076676,E01015175,"250"
E00076677,E01015175,"281"
E00076714,E01015175,"337"
E00076715,E01015175,"241"
E00076716,E01015175,"258"
E00076679,E01015176,"283"
E00076681,E01015176,"305"
E00076686,E01015176,"257"
E00076712,E01015176,"243"
E00076713,E01015176,"245"
E00076678,E01015177,"231"
E00076682,E01015177,"282"
E00076684,E01015177,"311"
E00076685,E01015177,"264"
E00076687,E01015177,"266"
E00076692,E01015177,"269"
E00076671,E01015178,"285"
E00076674,E01015178,"468"
E00076680,E01015178,"330"
E00076683,E01015178,"238"
E00076689,E01015178,"373"
E00076693,E01015178,"331"
E00076675,E01015179,"404"
E00076690,E01015179,"384"
E00076691,E01015179,"326"
E00076695,E01015179,"282"
E00076697,E01015179,"305"
E00076694,E01015180,"295"
E00076696,E01015180,"493"
E00076700,E01015180,"279"
E00076701,E01015180,"223"
E00076705,E01015180,"254"
E00076708,E01015180,"259"
E00076698,E01015181,"571"
E00076699,E01015181,"387"
E00076702,E01015181,"379"
E00076703,E01015181,"250"
E00076704,E01015181,"265"
E00076706,E01015181,"294"
E00076672,E01015182,"463"
E00076688,E01015182,"251"
E00076707,E01015182,"315"
E00076709,E01015182,"369"
E00076710,E01015182,"331"
E00076711,E01015182,"234"
E00076722,E01015183,"283"
E00076724,E01015183,"301"
E00076742,E01015183,"276"
E00076744,E01015183,"277"
E00076752,E01015183,"167"
E00076743,E01015184,"224"
E00076746,E01015184,"308"
E00076748,E01015184,"204"
E00076750,E01015184,"265"
E00076754,E01015184,"255"
E00076736,E01015185,"197"
E00076740,E01015185,"205"
E00076741,E01015185,"229"
