OA11CD,LSOA11CD,All Ages
E00101285,E01020014,"316"
E00101288,E01020014,"277"
E00101287,E01020015,"274"
E00101292,E01020015,"350"
E00101293,E01020015,"265"
E00101296,E01020015,"281"
E00101297,E01020015,"272"
E00101298,E01020015,"548"
E00101316,E01020016,"523"
E00101317,E01020016,"251"
E00101318,E01020016,"184"
E00101319,E01020016,"402"
E00101320,E01020016,"235"
E00101321,E01020016,"215"
E00171931,E01020016,"779"
E00171932,E01020016,"367"
E00101313,E01020017,"296"
E00101322,E01020017,"202"
E00101323,E01020017,"397"
E00101325,E01020017,"312"
E00171921,E01020017,"287"
E00171922,E01020017,"180"
E00171924,E01020017,"352"
E00171929,E01020017,"349"
E00171930,E01020017,"784"
E00101307,E01020018,"176"
E00101308,E01020018,"363"
E00101309,E01020018,"465"
E00101310,E01020018,"330"
E00101314,E01020018,"171"
E00101315,E01020018,"379"
E00101326,E01020018,"558"
E00101336,E01020019,"232"
E00101337,E01020019,"379"
E00101338,E01020019,"478"
E00101339,E01020019,"497"
E00101341,E01020019,"471"
E00101327,E01020020,"806"
E00101329,E01020020,"320"
E00101340,E01020020,"475"
E00101342,E01020020,"295"
E00101345,E01020020,"213"
E00101330,E01020021,"558"
E00101333,E01020021,"344"
E00101335,E01020021,"788"
E00101343,E01020021,"372"
E00101328,E01020022,"387"
E00101331,E01020022,"321"
E00101332,E01020022,"631"
E00101334,E01020022,"645"
E00101344,E01020022,"466"
E00101346,E01020023,"320"
E00101355,E01020023,"213"
E00101356,E01020023,"331"
E00101358,E01020023,"277"
E00101359,E01020023,"503"
E00171919,E01020023,"248"
E00171920,E01020023,"392"
E00101347,E01020024,"319"
E00101348,E01020024,"244"
E00101352,E01020024,"330"
E00101357,E01020024,"317"
E00101360,E01020024,"329"
E00101349,E01020025,"249"
E00101350,E01020025,"207"
E00101351,E01020025,"292"
E00101353,E01020025,"232"
E00101361,E01020025,"209"
E00101362,E01020025,"227"
E00101366,E01020026,"328"
E00101375,E01020026,"201"
E00101376,E01020026,"556"
E00101377,E01020026,"309"
E00101378,E01020026,"313"
E00101364,E01020027,"252"
E00101365,E01020027,"238"
E00101367,E01020027,"328"
E00101368,E01020027,"282"
E00101369,E01020027,"251"
E00101370,E01020027,"293"
E00101381,E01020029,"359"
E00101382,E01020029,"333"
E00101384,E01020029,"353"
E00101385,E01020029,"265"
E00101388,E01020029,"340"
E00101383,E01020030,"296"
E00101386,E01020030,"386"
E00101387,E01020030,"250"
E00101390,E01020030,"462"
E00101391,E01020030,"229"
E00101395,E01020030,"292"
E00101389,E01020031,"306"
E00101396,E01020031,"479"
E00101397,E01020031,"279"
E00101398,E01020031,"340"
E00101399,E01020031,"274"
E00101379,E01020032,"314"
E00101380,E01020032,"273"
E00101392,E01020032,"303"
E00101393,E01020032,"416"
E00101394,E01020032,"259"
E00101408,E01020033,"1,013"
E00101410,E01020033,"274"
E00101411,E01020033,"247"
E00101412,E01020033,"708"
E00101413,E01020033,"261"
E00101415,E01020033,"168"
E00101403,E01020035,"147"
E00101404,E01020035,"163"
E00101405,E01020035,"211"
E00101406,E01020035,"252"
E00101407,E01020035,"715"
E00101409,E01020035,"1,728"
E00101427,E01020036,"276"
E00101431,E01020036,"325"
E00101438,E01020036,"339"
E00101439,E01020036,"197"
E00101441,E01020036,"289"
E00101424,E01020037,"275"
E00101426,E01020037,"265"
E00101428,E01020037,"257"
E00101430,E01020037,"279"
E00101437,E01020037,"294"
E00101425,E01020038,"605"
E00101429,E01020038,"1,010"
E00101446,E01020038,"331"
E00101447,E01020038,"257"
E00101448,E01020038,"317"
E00101432,E01020039,"294"
E00101433,E01020039,"256"
E00101434,E01020039,"206"
E00101435,E01020039,"289"
E00101440,E01020039,"326"
E00101443,E01020039,"285"
E00101444,E01020039,"271"
E00101423,E01020040,"354"
E00101436,E01020040,"238"
E00101442,E01020040,"269"
E00101445,E01020040,"269"
E00101449,E01020040,"156"
E00101451,E01020041,"262"
E00101452,E01020041,"339"
E00101453,E01020041,"305"
E00101454,E01020041,"849"
E00101455,E01020041,"363"
E00101456,E01020041,"404"
E00101450,E01020042,"347"
E00101457,E01020042,"539"
E00101458,E01020042,"260"
E00101459,E01020042,"276"
E00101460,E01020042,"265"
E00101461,E01020043,"308"
E00101462,E01020043,"210"
E00101463,E01020043,"210"
E00101464,E01020043,"294"
E00101465,E01020043,"325"
E00101466,E01020043,"254"
E00101467,E01020043,"456"
E00101468,E01020044,"354"
E00101469,E01020044,"136"
E00101470,E01020044,"184"
E00101471,E01020044,"300"
E00101472,E01020044,"302"
E00101473,E01020044,"402"
E00101474,E01020045,"403"
E00101482,E01020045,"370"
E00101483,E01020045,"380"
E00101484,E01020045,"282"
E00101485,E01020045,"249"
E00101475,E01020046,"264"
E00101476,E01020046,"364"
E00101477,E01020046,"96"
E00101478,E01020046,"185"
E00101479,E01020046,"244"
E00101480,E01020046,"276"
E00101481,E01020046,"144"
E00101488,E01020047,"217"
E00101489,E01020047,"445"
E00101492,E01020047,"238"
E00101493,E01020047,"286"
E00101494,E01020047,"256"
E00165910,E01020047,"344"
E00165911,E01020047,"326"
E00101486,E01020048,"342"
E00101487,E01020048,"255"
E00101491,E01020048,"485"
E00101495,E01020048,"374"
E00101496,E01020048,"528"
E00101497,E01020048,"309"
E00101504,E01020049,"212"
E00101506,E01020049,"358"
E00101507,E01020049,"319"
E00101508,E01020049,"142"
E00101509,E01020049,"394"
E00101498,E01020050,"302"
E00101499,E01020050,"280"
E00101500,E01020050,"266"
E00101501,E01020050,"268"
E00101502,E01020050,"450"
E00101503,E01020050,"295"
E00101505,E01020050,"329"
E00101513,E01020051,"191"
E00101515,E01020051,"240"
E00101517,E01020051,"354"
E00101519,E01020051,"294"
E00101520,E01020051,"151"
E00101521,E01020051,"234"
E00101525,E01020051,"232"
E00101510,E01020052,"320"
E00101511,E01020052,"348"
E00101512,E01020052,"397"
E00101518,E01020052,"221"
E00101526,E01020052,"324"
E00101527,E01020052,"204"
E00101514,E01020053,"304"
E00101516,E01020053,"241"
E00101522,E01020053,"280"
E00101523,E01020053,"340"
E00101524,E01020053,"272"
E00101528,E01020054,"748"
E00101529,E01020054,"533"
E00101532,E01020054,"261"
E00101534,E01020054,"446"
E00101535,E01020054,"526"
E00101530,E01020055,"278"
E00101531,E01020055,"274"
E00101533,E01020055,"339"
E00101536,E01020055,"280"
E00101537,E01020055,"344"
E00101538,E01020055,"420"
E00101539,E01020056,"123"
E00101540,E01020056,"120"
E00101541,E01020056,"335"
E00101542,E01020056,"1,111"
E00101543,E01020056,"140"
E00101544,E01020056,"292"
E00101545,E01020056,"286"
E00101546,E01020056,"345"
E00101547,E01020057,"280"
E00101550,E01020057,"820"
E00101551,E01020057,"335"
E00101552,E01020057,"310"
E00101553,E01020057,"321"
E00101555,E01020057,"282"
E00101548,E01020058,"290"
E00101549,E01020058,"485"
E00101554,E01020058,"292"
E00101556,E01020058,"266"
E00101557,E01020058,"363"
E00101558,E01020058,"388"
E00101559,E01020059,"266"
E00101560,E01020059,"473"
E00101561,E01020059,"529"
E00101562,E01020059,"331"
E00101563,E01020059,"339"
E00101564,E01020059,"385"
E00101566,E01020060,"230"
E00101568,E01020060,"410"
E00101572,E01020060,"241"
E00101573,E01020060,"314"
E00101575,E01020060,"301"
E00101576,E01020060,"275"
E00101565,E01020061,"359"
E00101567,E01020061,"437"
E00101569,E01020061,"378"
E00101570,E01020061,"346"
E00101571,E01020061,"262"
E00101574,E01020061,"295"
E00101585,E01020062,"415"
E00101587,E01020062,"253"
E00101588,E01020062,"291"
E00101592,E01020062,"336"
E00101593,E01020062,"355"
E00101577,E01020063,"266"
E00101578,E01020063,"277"
E00101579,E01020063,"249"
E00101580,E01020063,"210"
E00101581,E01020063,"453"
E00101582,E01020063,"492"
E00101583,E01020063,"288"
E00101584,E01020063,"274"
E00101586,E01020064,"317"
E00101589,E01020064,"322"
E00101590,E01020064,"337"
E00165914,E01020064,"268"
E00165915,E01020064,"245"
E00165920,E01020064,"310"
E00101596,E01020065,"309"
E00101601,E01020065,"354"
E00101604,E01020065,"315"
E00101605,E01020065,"387"
E00165907,E01020065,"256"
E00165917,E01020065,"617"
E00101594,E01020066,"349"
E00101595,E01020066,"389"
E00101600,E01020066,"267"
E00101606,E01020066,"398"
E00101608,E01020066,"269"
E00165909,E01020066,"434"
E00165912,E01020066,"306"
E00165913,E01020066,"370"
E00165916,E01020066,"278"
E00101597,E01020067,"302"
E00101598,E01020067,"398"
E00101599,E01020067,"300"
E00101602,E01020067,"280"
E00165908,E01020067,"296"
E00165921,E01020067,"359"
E00101610,E01020068,"367"
E00101611,E01020068,"309"
E00101612,E01020068,"305"
E00101613,E01020068,"293"
E00101614,E01020068,"202"
E00101615,E01020068,"126"
E00101616,E01020069,"141"
E00101621,E01020069,"346"
E00101622,E01020069,"331"
E00101623,E01020069,"342"
E00101624,E01020069,"312"
E00101617,E01020070,"433"
E00101618,E01020070,"269"
E00101619,E01020070,"340"
E00101620,E01020070,"173"
E00101625,E01020070,"385"
E00101626,E01020070,"286"
E00101627,E01020071,"378"
E00101628,E01020071,"310"
E00101629,E01020071,"412"
E00101630,E01020071,"353"
E00101631,E01020071,"269"
E00101632,E01020071,"237"
E00101633,E01020072,"508"
E00101634,E01020072,"372"
E00101635,E01020072,"145"
E00101636,E01020072,"275"
E00101637,E01020072,"450"
E00101638,E01020073,"367"
E00101639,E01020073,"307"
E00101640,E01020073,"258"
E00101641,E01020073,"404"
E00101642,E01020073,"256"
E00101643,E01020073,"129"
E00101645,E01020074,"326"
E00101646,E01020074,"279"
E00101647,E01020074,"354"
E00101651,E01020074,"341"
E00101653,E01020074,"484"
E00101654,E01020074,"263"
E00101655,E01020074,"318"
E00101644,E01020075,"486"
E00101648,E01020075,"543"
E00101649,E01020075,"419"
E00101650,E01020075,"305"
E00101652,E01020075,"320"
E00101656,E01020076,"295"
E00101657,E01020076,"464"
E00101658,E01020076,"372"
E00101659,E01020076,"140"
E00101660,E01020076,"517"
E00101661,E01020077,"441"
E00101662,E01020077,"239"
E00101663,E01020077,"286"
E00101664,E01020077,"544"
E00101665,E01020077,"221"
E00101670,E01020078,"262"
E00101672,E01020078,"225"
E00101673,E01020078,"352"
E00101676,E01020078,"250"
E00101677,E01020078,"307"
E00101674,E01020079,"239"
E00101675,E01020079,"273"
E00101678,E01020079,"313"
E00101679,E01020079,"280"
E00101680,E01020079,"251"
E00101666,E01020080,"344"
E00101668,E01020080,"326"
E00101669,E01020080,"1,008"
E00101671,E01020080,"311"
E00101667,E01020081,"315"
E00101681,E01020081,"296"
E00101682,E01020081,"442"
E00101683,E01020081,"272"
E00101684,E01020082,"473"
E00101685,E01020082,"277"
E00101688,E01020082,"337"
E00101690,E01020082,"119"
E00101686,E01020083,"390"
E00101687,E01020083,"382"
E00101689,E01020083,"265"
E00101692,E01020083,"297"
E00101693,E01020083,"322"
E00101694,E01020083,"193"
E00165918,E01020083,"359"
E00165919,E01020083,"300"
E00101695,E01020084,"310"
E00101697,E01020084,"301"
E00101698,E01020084,"287"
E00101700,E01020084,"278"
E00101707,E01020084,"210"
E00101696,E01020085,"330"
E00101699,E01020085,"358"
E00101702,E01020085,"299"
E00101703,E01020085,"546"
E00101701,E01020086,"294"
E00101704,E01020086,"266"
E00101705,E01020086,"1,466"
E00101706,E01020086,"258"
E00101708,E01020086,"288"
E00101709,E01020087,"374"
E00101710,E01020087,"452"
E00101711,E01020087,"247"
E00101712,E01020087,"266"
E00101713,E01020087,"211"
E00101714,E01020087,"254"
E00101715,E01020087,"164"
E00101716,E01020087,"192"
E00101717,E01020088,"348"
E00101718,E01020088,"303"
E00101719,E01020088,"269"
E00101720,E01020088,"158"
E00101721,E01020088,"147"
E00101722,E01020088,"391"
E00101723,E01020088,"290"
E00101724,E01020088,"153"
E00101725,E01020089,"387"
E00101730,E01020089,"268"
E00101731,E01020089,"314"
E00101732,E01020089,"298"
E00101734,E01020089,"320"
E00101735,E01020089,"310"
E00101736,E01020089,"396"
E00101726,E01020090,"305"
E00101727,E01020090,"352"
E00101728,E01020090,"415"
E00101729,E01020090,"486"
E00101733,E01020090,"292"
E00101738,E01020091,"296"
E00101744,E01020091,"198"
E00101745,E01020091,"222"
E00101747,E01020091,"275"
E00101748,E01020091,"315"
E00101737,E01020092,"319"
E00101740,E01020092,"306"
E00101741,E01020092,"239"
E00101749,E01020092,"296"
E00101751,E01020092,"280"
E00101739,E01020093,"156"
E00101742,E01020093,"464"
E00101743,E01020093,"269"
E00101746,E01020093,"275"
E00101750,E01020093,"219"
E00101753,E01020094,"318"
E00101754,E01020094,"308"
E00101755,E01020094,"246"
E00101756,E01020094,"167"
E00101758,E01020094,"299"
E00101767,E01020094,"146"
E00101769,E01020094,"293"
E00101752,E01020095,"361"
E00101764,E01020095,"246"
E00101765,E01020095,"254"
E00101766,E01020095,"306"
E00101768,E01020095,"304"
E00101757,E01020096,"306"
E00101759,E01020096,"245"
E00101760,E01020096,"301"
E00101761,E01020096,"238"
E00101762,E01020096,"306"
E00101763,E01020096,"310"
E00101770,E01020097,"446"
E00101771,E01020097,"204"
E00101772,E01020097,"272"
E00101773,E01020097,"311"
E00101774,E01020097,"217"
E00101775,E01020097,"274"
E00101776,E01020097,"413"
E00101777,E01020097,"157"
E00101778,E01020098,"235"
E00101779,E01020098,"279"
E00101780,E01020098,"439"
E00101781,E01020098,"297"
E00101782,E01020098,"260"
E00101783,E01020098,"373"
E00101784,E01020098,"222"
E00101785,E01020098,"203"
E00101786,E01020099,"371"
E00101787,E01020099,"428"
E00101794,E01020099,"278"
E00101796,E01020099,"254"
E00101788,E01020100,"339"
E00101792,E01020100,"341"
E00101797,E01020100,"147"
E00101798,E01020100,"299"
E00101789,E01020101,"272"
E00101790,E01020101,"307"
E00101791,E01020101,"265"
E00101793,E01020101,"297"
E00101795,E01020101,"266"
E00101805,E01020102,"186"
E00101808,E01020102,"348"
E00101809,E01020102,"409"
E00101810,E01020102,"418"
E00101811,E01020102,"243"
E00101800,E01020103,"422"
E00101802,E01020103,"356"
E00165922,E01020103,"263"
E00165923,E01020103,"291"
E00165926,E01020103,"345"
E00101801,E01020104,"248"
E00101803,E01020104,"218"
E00101804,E01020104,"405"
E00101806,E01020104,"283"
E00101807,E01020104,"209"
E00101812,E01020105,"960"
E00101814,E01020105,"347"
E00101816,E01020105,"297"
E00101819,E01020105,"637"
E00101815,E01020106,"379"
E00101818,E01020106,"287"
E00101820,E01020106,"315"
E00101821,E01020106,"284"
E00101813,E01020107,"285"
E00101817,E01020107,"471"
E00101822,E01020107,"237"
E00101823,E01020107,"277"
E00101824,E01020107,"318"
E00101830,E01020108,"577"
E00101831,E01020108,"163"
E00101832,E01020108,"200"
E00101833,E01020108,"277"
E00101834,E01020108,"246"
E00101835,E01020108,"283"
E00101836,E01020108,"448"
E00101825,E01020109,"183"
E00101826,E01020109,"221"
E00101827,E01020109,"240"
E00101828,E01020109,"453"
E00101829,E01020109,"253"
E00101837,E01020110,"333"
E00101838,E01020110,"243"
E00101839,E01020110,"420"
E00101841,E01020110,"370"
E00101842,E01020110,"397"
E00165925,E01020110,"367"
E00165927,E01020110,"915"
E00101848,E01020111,"243"
E00101850,E01020111,"206"
E00101851,E01020111,"363"
E00101852,E01020111,"356"
E00101853,E01020111,"254"
E00101843,E01020112,"291"
E00101847,E01020112,"334"
E00101849,E01020112,"280"
E00101855,E01020112,"284"
E00101856,E01020112,"296"
E00101844,E01020113,"276"
E00101845,E01020113,"539"
E00101846,E01020113,"334"
E00101854,E01020113,"372"
E00101857,E01020114,"301"
E00101859,E01020114,"340"
E00101860,E01020114,"241"
E00101861,E01020114,"384"
E00101858,E01020115,"256"
E00101862,E01020115,"349"
E00101863,E01020115,"302"
E00101864,E01020115,"311"
E00101866,E01020116,"361"
E00101867,E01020116,"256"
E00101868,E01020116,"382"
E00101871,E01020116,"319"
E00101877,E01020116,"298"
E00101865,E01020117,"324"
E00101870,E01020117,"358"
E00101873,E01020117,"245"
E00101875,E01020117,"275"
E00101876,E01020117,"296"
E00101869,E01020118,"321"
E00101872,E01020118,"360"
E00101874,E01020118,"297"
E00101878,E01020118,"314"
E00101879,E01020119,"197"
E00101880,E01020119,"241"
E00101881,E01020119,"180"
E00101882,E01020119,"483"
E00101883,E01020119,"326"
E00101886,E01020120,"270"
E00101889,E01020120,"599"
E00101891,E01020120,"298"
E00101892,E01020120,"589"
E00101895,E01020120,"397"
E00101890,E01020121,"299"
E00101893,E01020121,"271"
E00101894,E01020121,"338"
E00101896,E01020121,"351"
E00101897,E01020121,"453"
E00101898,E01020121,"287"
E00101884,E01020122,"246"
E00101885,E01020122,"167"
E00101887,E01020122,"274"
E00101888,E01020122,"219"
E00101899,E01020122,"398"
E00101900,E01020122,"810"
E00101902,E01020123,"293"
E00101905,E01020123,"245"
E00101906,E01020123,"291"
E00101907,E01020123,"305"
E00101909,E01020123,"349"
E00101901,E01020124,"434"
E00101903,E01020124,"429"
E00101911,E01020124,"299"
E00101913,E01020124,"257"
E00101904,E01020125,"198"
E00101908,E01020125,"271"
E00101910,E01020125,"315"
E00101912,E01020125,"252"
E00101914,E01020125,"271"
E00101915,E01020126,"188"
E00101916,E01020126,"310"
E00101917,E01020126,"356"
E00101918,E01020126,"254"
E00101919,E01020126,"236"
E00101920,E01020126,"249"
E00101921,E01020127,"230"
E00101922,E01020127,"332"
E00101923,E01020127,"412"
E00101924,E01020127,"503"
E00101925,E01020127,"444"
E00101926,E01020127,"237"
E00101936,E01020128,"350"
E00101937,E01020128,"432"
E00101938,E01020128,"384"
E00101939,E01020128,"330"
E00101928,E01020129,"371"
E00101933,E01020129,"331"
E00101934,E01020129,"287"
E00101935,E01020129,"221"
E00101927,E01020130,"332"
E00101929,E01020130,"303"
E00101930,E01020130,"257"
E00101931,E01020130,"277"
E00101932,E01020130,"284"
E00101940,E01020131,"415"
E00101941,E01020131,"502"
E00101942,E01020131,"246"
E00101943,E01020131,"370"
E00101944,E01020131,"389"
E00101945,E01020131,"380"
E00101946,E01020132,"306"
E00101947,E01020132,"368"
E00101952,E01020132,"243"
E00101956,E01020132,"315"
E00165924,E01020132,"175"
E00165928,E01020132,"344"
E00101954,E01020133,"432"
E00101955,E01020133,"437"
E00101957,E01020133,"257"
E00101958,E01020133,"329"
E00101948,E01020134,"360"
E00101949,E01020134,"233"
E00101950,E01020134,"360"
E00101951,E01020134,"298"
E00101959,E01020135,"232"
E00101967,E01020135,"569"
E00101968,E01020135,"284"
E00101969,E01020135,"278"
E00101970,E01020135,"244"
E00101962,E01020136,"713"
E00101965,E01020136,"318"
E00101971,E01020136,"894"
E00101972,E01020136,"280"
E00101960,E01020137,"685"
E00101961,E01020137,"260"
E00101963,E01020137,"319"
E00101964,E01020137,"372"
E00101966,E01020137,"197"
E00101973,E01020138,"292"
E00101974,E01020138,"404"
E00101975,E01020138,"336"
E00101976,E01020138,"365"
E00101977,E01020138,"456"
E00101978,E01020138,"382"
E00101979,E01020138,"227"
E00101984,E01020139,"370"
E00101985,E01020139,"152"
E00101987,E01020139,"254"
E00101988,E01020139,"305"
E00101989,E01020139,"309"
E00101980,E01020140,"452"
E00101981,E01020140,"265"
E00101982,E01020140,"253"
E00101983,E01020140,"259"
E00101986,E01020141,"361"
E00101990,E01020141,"570"
E00101991,E01020141,"294"
E00101992,E01020141,"293"
E00101993,E01020141,"308"
E00101994,E01020142,"497"
E00101995,E01020142,"377"
E00101996,E01020142,"567"
E00101997,E01020142,"226"
E00101998,E01020142,"163"
E00101999,E01020142,"474"
E00102000,E01020142,"362"
E00102001,E01020142,"191"
E00102002,E01020143,"253"
E00102003,E01020143,"339"
E00102004,E01020143,"338"
E00102005,E01020143,"250"
E00102006,E01020143,"413"
E00102007,E01020143,"358"
E00102008,E01020143,"539"
E00102010,E01020144,"268"
E00102016,E01020144,"250"
E00102017,E01020144,"270"
E00102018,E01020144,"284"
E00102020,E01020144,"296"
E00102012,E01020145,"757"
E00102014,E01020145,"325"
E00102019,E01020145,"322"
E00102021,E01020145,"233"
E00102022,E01020145,"297"
E00102023,E01020145,"295"
E00102009,E01020146,"349"
E00102011,E01020146,"244"
E00102013,E01020146,"275"
E00102015,E01020146,"375"
E00102024,E01020147,"216"
E00102025,E01020147,"437"
E00102026,E01020147,"263"
E00102027,E01020147,"171"
E00102028,E01020147,"312"
E00102029,E01020147,"335"
E00102030,E01020147,"239"
E00102031,E01020148,"252"
E00102032,E01020148,"298"
E00102033,E01020148,"304"
E00102034,E01020148,"251"
E00102035,E01020149,"490"
E00102036,E01020149,"207"
E00102037,E01020149,"340"
E00102038,E01020149,"288"
E00102039,E01020150,"210"
E00102040,E01020150,"289"
E00102041,E01020150,"560"
E00102042,E01020150,"371"
E00102043,E01020150,"165"
E00102044,E01020150,"431"
E00102045,E01020151,"296"
E00102047,E01020151,"285"
E00102049,E01020151,"250"
E00102051,E01020151,"218"
E00102053,E01020151,"195"
E00102055,E01020151,"251"
E00102046,E01020152,"167"
E00102048,E01020152,"221"
E00102050,E01020152,"160"
E00102052,E01020152,"205"
E00102054,E01020152,"210"
E00102056,E01020152,"234"
E00102057,E01020152,"180"
E00102058,E01020153,"241"
E00102059,E01020153,"199"
E00102060,E01020153,"256"
E00102061,E01020153,"218"
E00102062,E01020153,"194"
E00102063,E01020154,"332"
E00102064,E01020154,"296"
E00102065,E01020154,"509"
E00102070,E01020154,"321"
E00102066,E01020155,"264"
E00102067,E01020155,"307"
E00102068,E01020155,"300"
E00102069,E01020155,"214"
E00102071,E01020156,"404"
E00102072,E01020156,"288"
E00102073,E01020156,"377"
E00102074,E01020156,"420"
E00102075,E01020156,"302"
E00102076,E01020156,"215"
E00102077,E01020156,"160"
E00102078,E01020157,"214"
E00102079,E01020157,"300"
E00102080,E01020157,"552"
E00102081,E01020157,"263"
E00102082,E01020157,"445"
E00102083,E01020157,"383"
E00102084,E01020157,"285"
E00102090,E01020158,"331"
E00102091,E01020158,"373"
E00102092,E01020158,"330"
E00102093,E01020158,"325"
E00102094,E01020158,"552"
E00102085,E01020159,"316"
E00102086,E01020159,"294"
E00102087,E01020159,"299"
E00102088,E01020159,"330"
E00102089,E01020159,"269"
E00102095,E01020160,"228"
E00102096,E01020160,"257"
E00102097,E01020160,"354"
E00102098,E01020160,"355"
E00102099,E01020160,"730"
E00102100,E01020160,"354"
E00102101,E01020161,"326"
E00102102,E01020161,"311"
E00102103,E01020161,"324"
E00102104,E01020161,"248"
E00102105,E01020161,"340"
E00102106,E01020161,"579"
E00102107,E01020161,"276"
E00102109,E01020162,"333"
E00102111,E01020162,"329"
E00102114,E01020162,"367"
E00102120,E01020162,"285"
E00102121,E01020162,"307"
E00102110,E01020163,"316"
E00102115,E01020163,"357"
E00102116,E01020163,"404"
E00102117,E01020163,"368"
E00102118,E01020163,"407"
E00102108,E01020164,"294"
E00102112,E01020164,"291"
E00102113,E01020164,"166"
E00102119,E01020164,"309"
E00102122,E01020164,"334"
E00102123,E01020165,"338"
E00102125,E01020165,"317"
E00102128,E01020165,"247"
E00102129,E01020165,"302"
E00102132,E01020165,"332"
E00102124,E01020166,"300"
E00102126,E01020166,"344"
E00102130,E01020166,"244"
E00102134,E01020166,"313"
E00102136,E01020166,"279"
E00102127,E01020167,"319"
E00102131,E01020167,"321"
E00102133,E01020167,"532"
E00102135,E01020167,"361"
E00102137,E01020168,"270"
E00102138,E01020168,"291"
E00102139,E01020168,"265"
E00102140,E01020168,"310"
E00102141,E01020168,"315"
E00102142,E01020168,"298"
E00102143,E01020168,"359"
E00102144,E01020169,"260"
E00102145,E01020169,"374"
E00102146,E01020169,"343"
E00102147,E01020169,"432"
E00102148,E01020169,"274"
E00102149,E01020169,"229"
E00102150,E01020169,"319"
E00102151,E01020170,"369"
E00102152,E01020170,"460"
E00102153,E01020170,"290"
E00102154,E01020170,"381"
E00102155,E01020170,"311"
E00102156,E01020170,"221"
E00102157,E01020170,"277"
E00102158,E01020171,"310"
E00102159,E01020171,"354"
E00102160,E01020171,"259"
E00102161,E01020171,"271"
E00102162,E01020171,"345"
E00102163,E01020171,"397"
E00102164,E01020172,"318"
E00102165,E01020172,"175"
E00102166,E01020172,"333"
E00102167,E01020172,"257"
E00102168,E01020172,"385"
E00102175,E01020172,"208"
E00102176,E01020172,"231"
E00102169,E01020173,"176"
E00102170,E01020173,"189"
E00102171,E01020173,"187"
E00102172,E01020173,"318"
E00102173,E01020173,"268"
E00102174,E01020173,"158"
E00102177,E01020174,"274"
E00102178,E01020174,"251"
E00102179,E01020174,"260"
E00102180,E01020174,"164"
E00102181,E01020174,"507"
E00102182,E01020174,"143"
E00102183,E01020175,"298"
E00102184,E01020175,"183"
E00102185,E01020175,"266"
E00102186,E01020175,"300"
E00102187,E01020175,"279"
E00102188,E01020175,"210"
E00102189,E01020175,"266"
E00102190,E01020175,"218"
E00102191,E01020176,"453"
E00102192,E01020176,"261"
E00102194,E01020176,"189"
E00102195,E01020176,"198"
E00102193,E01020177,"280"
E00102196,E01020177,"263"
E00102197,E01020177,"449"
E00102198,E01020177,"227"
E00102199,E01020177,"284"
E00102200,E01020178,"249"
E00102201,E01020178,"356"
E00102202,E01020178,"320"
E00102203,E01020178,"243"
E00102204,E01020178,"291"
E00102205,E01020178,"241"
E00102206,E01020178,"384"
E00102207,E01020179,"235"
E00102208,E01020179,"523"
E00102209,E01020179,"368"
E00102210,E01020179,"273"
E00102211,E01020179,"270"
E00102212,E01020179,"323"
E00102215,E01020180,"291"
E00102216,E01020180,"332"
E00102217,E01020180,"253"
E00102220,E01020180,"237"
E00102222,E01020180,"223"
E00102224,E01020180,"355"
E00102225,E01020180,"495"
E00102213,E01020181,"272"
E00102214,E01020181,"438"
E00102218,E01020181,"216"
E00102219,E01020181,"283"
E00102221,E01020181,"294"
E00102223,E01020181,"344"
E00102230,E01020182,"282"
E00102231,E01020182,"279"
E00102234,E01020182,"335"
E00102236,E01020182,"495"
E00102237,E01020182,"297"
E00102226,E01020183,"258"
E00102227,E01020183,"301"
E00102232,E01020183,"294"
E00102235,E01020183,"190"
E00102238,E01020183,"201"
E00102239,E01020183,"193"
E00102228,E01020184,"228"
E00102229,E01020184,"479"
E00102233,E01020184,"228"
E00102240,E01020184,"181"
E00102241,E01020184,"261"
E00102242,E01020184,"389"
E00102250,E01020185,"349"
E00102251,E01020185,"229"
E00102252,E01020185,"258"
E00102253,E01020185,"308"
E00102254,E01020185,"323"
E00102247,E01020186,"296"
E00102248,E01020186,"257"
E00102249,E01020186,"368"
E00102255,E01020186,"229"
E00102256,E01020186,"282"
E00102243,E01020187,"322"
E00102245,E01020187,"402"
E00102246,E01020187,"480"
E00165892,E01020187,"101"
E00165893,E01020187,"354"
E00165894,E01020187,"521"
E00102257,E01020188,"488"
E00102258,E01020188,"372"
E00102259,E01020188,"433"
E00102260,E01020188,"356"
E00102261,E01020188,"179"
E00102262,E01020188,"201"
E00102263,E01020189,"251"
E00102264,E01020189,"315"
E00102265,E01020189,"299"
E00102266,E01020189,"152"
E00102267,E01020189,"205"
E00102268,E01020189,"280"
E00102269,E01020189,"282"
E00102270,E01020189,"338"
E00102271,E01020190,"327"
E00102272,E01020190,"355"
E00102273,E01020190,"528"
E00102274,E01020190,"288"
E00102275,E01020190,"293"
E00102276,E01020190,"276"
E00102277,E01020190,"375"
E00102288,E01020191,"658"
E00102291,E01020191,"197"
E00102293,E01020191,"272"
E00165900,E01020191,"728"
E00165901,E01020191,"206"
E00102278,E01020192,"312"
E00102279,E01020192,"319"
E00102280,E01020192,"278"
E00102281,E01020192,"275"
E00102282,E01020192,"298"
E00102283,E01020193,"405"
E00102284,E01020193,"366"
E00102292,E01020193,"361"
E00102294,E01020193,"341"
